percentile,threshold,is_frozen_final,hcrl_test_normal_fpr,hcrl_mean_attack_tpr,road_mean_fpr,road_mean_tpr,road_tnr,road_balanced_accuracy
99.0,6.876150015879692,False,0.002760503162432423,0.7661238207598895,0.010607486474886723,0.20280360837997294,0.9893925135251133,0.5960980609525431
99.5,8.198411153639048,False,0.0014297828951021418,0.5749146763215103,0.003750031029297518,0.19281761890792043,0.9962499689707025,0.5945337939393115
99.7,8.899195092370565,False,0.0008795751790698966,0.46444490914561526,0.002267879698636305,0.1763466091019651,0.9977321203013637,0.5870393647016644
99.8,9.15387017245498,False,0.0005767085463915965,0.45156785923289366,0.0018993592016153756,0.1644215976638385,0.9981006407983847,0.5812611192311116
99.9,10.10402093535457,True,0.0002818342276311959,0.32951678464497614,0.00079932449885919,0.12398708949327292,0.9992006755011408,0.5615938824972069
99.95,11.164184472641143,False,0.000125984106232154,0.21712454932056727,0.0004847215598576619,0.059607576382415345,0.9995152784401423,0.5295614274112789
99.99,14.232271467191671,False,2.16633771985173e-05,0.0523963083463796,2.379482757214461e-06,0.0133459118854795,0.9999976205172428,0.5066717662013611
